atendimento_id,cliente_id,centro_custo_id,produto_id,data_atendimento,frequencia,atendimento_valido,ativo
159,54,6,102,2025-06-09,1,1,1
160,54,6,102,2025-05-14,1,1,1
161,55,2,301,2025-06-30,1,1,1
162,55,2,302,2025-05-06,1,0,1
163,55,2,102,2026-02-05,1,1,1
164,55,2,301,2025-09-14,1,0,1
165,55,2,101,2025-12-06,1,1,1
166,56,6,102,2025-07-13,1,1,1
167,56,6,101,2025-03-06,1,1,1
168,56,6,301,2025-02-09,1,1,1
169,57,2,201,2025-03-26,1,0,1
170,57,2,102,2025-02-02,1,0,1
171,57,2,302,2025-08-18,1,0,1
172,58,1,101,2025-03-10,1,1,1
173,58,1,101,2025-10-02,1,1,1
174,58,1,302,2025-06-25,1,1,1
175,58,1,302,2026-02-19,1,1,1
176,59,7,402,2025-12-23,1,1,1
177,59,7,402,2025-04-20,1,1,1
178,60,3,102,2026-02-10,1,1,1
179,60,3,102,2025-08-18,1,1,1
180,60,3,201,2025-08-08,1,1,1
181,61,4,102,2025-08-30,1,0,1
182,61,4,302,2025-08-25,1,1,1
183,61,4,102,2025-07-31,1,1,1
184,61,4,102,2025-09-04,1,1,1
185,62,7,402,2025-09-26,1,1,1
186,62,7,402,2026-01-07,1,1,1
187,62,7,402,2025-10-30,1,1,1
188,62,7,401,2026-01-31,1,1,1
189,62,7,401,2026-02-09,1,1,1
190,63,6,301,2026-02-27,1,1,1
191,63,6,301,2025-07-08,1,1,1
192,63,6,102,2025-09-29,1,1,1
193,63,6,101,2025-09-20,1,1,1
194,64,7,401,2025-11-10,1,1,1
195,64,7,401,2025-10-23,1,1,1
196,65,7,401,2026-01-08,1,1,1
197,65,7,401,2026-02-17,1,1,1
198,65,7,401,2025-11-22,1,1,1
199,66,1,301,2025-06-06,1,1,1
200,66,1,102,2025-10-08,1,1,1
201,66,1,201,2026-02-26,1,1,1
202,66,1,302,2025-12-19,1,1,1
203,67,6,101,2025-02-05,1,1,1
204,67,6,101,2025-03-19,1,1,1
205,67,6,201,2025-08-02,1,1,1
206,67,6,102,2025-05-21,1,1,1
207,67,6,201,2025-08-05,1,1,1
208,68,5,301,2026-01-27,1,1,1
209,68,5,102,2025-03-24,1,1,1
210,68,5,302,2025-04-19,1,1,1
211,69,2,102,2025-12-19,1,1,1
212,70,6,101,2025-04-17,1,1,1
213,70,6,301,2025-02-21,1,1,1
214,70,6,102,2025-10-01,1,1,1
215,71,1,302,2025-08-05,1,1,1
216,71,1,301,2025-05-05,1,1,1
217,72,2,302,2025-07-24,1,1,1
218,72,2,101,2025-03-08,1,1,1
219,72,2,102,2025-07-04,1,1,1
220,73,1,102,2025-07-15,1,1,1
221,73,1,201,2025-03-15,1,1,1
222,73,1,201,2025-10-12,1,1,1
223,73,1,101,2025-11-30,1,1,1
224,74,2,201,2025-06-24,1,1,1
225,74,2,302,2025-02-13,1,1,1
226,75,1,102,2025-06-15,1,1,1
227,75,1,301,2025-07-23,1,1,1
228,75,1,101,2026-02-24,1,1,1
229,76,2,302,2025-12-17,1,0,1
230,76,2,101,2025-02-10,1,1,1
231,76,2,201,2025-09-29,1,1,1
232,76,2,301,2026-01-22,1,1,1
233,77,7,402,2025-09-06,1,1,1
234,77,7,402,2025-04-09,1,1,1
235,77,7,402,2025-11-10,1,1,1
236,77,7,401,2025-06-17,1,1,1
237,78,7,402,2025-03-31,1,1,1
238,80,1,101,2025-03-06,1,1,1
239,81,1,101,2025-02-07,1,0,1
240,82,6,102,2025-09-24,1,1,1
241,82,6,201,2025-03-27,1,1,1
242,82,6,302,2026-01-27,1,1,1
243,82,6,102,2026-02-17,1,1,1
244,83,1,101,2026-01-18,1,0,1
245,83,1,102,2026-02-03,1,1,1
246,83,1,101,2025-12-18,1,1,1
247,83,1,302,2025-05-13,1,1,1
248,83,1,301,2025-05-07,1,1,1
249,84,6,301,2025-02-04,1,1,1
250,84,6,101,2025-05-13,1,1,1
251,84,6,201,2025-11-05,1,1,1
252,86,1,102,2025-07-15,1,1,1
253,87,1,301,2025-12-01,1,1,1
254,87,1,201,2025-10-18,1,1,1
255,87,1,201,2025-06-09,1,1,1
256,87,1,201,2025-10-30,1,1,1
257,89,6,102,2025-03-05,1,0,1
258,89,6,301,2026-02-11,1,1,1
259,89,6,101,2025-09-09,1,1,1
260,89,6,101,2026-02-02,1,1,1
261,89,6,301,2026-02-17,1,0,1
262,91,5,302,2025-03-06,1,1,1
263,91,5,302,2025-07-14,1,1,1
264,92,7,402,2025-10-09,1,1,1
265,92,7,402,2026-02-17,1,1,1
266,92,7,401,2025-04-29,1,1,1
267,94,4,201,2025-08-26,1,1,1
268,94,4,301,2025-09-26,1,1,1
269,95,2,301,2025-04-13,1,1,1
270,95,2,201,2025-12-21,1,1,1
271,95,2,102,2025-02-08,1,1,1
272,96,6,102,2025-05-06,1,1,1
273,96,6,102,2025-08-20,1,1,1
274,96,6,301,2025-07-23,1,1,1
275,97,7,401,2025-11-09,1,1,1
276,98,2,302,2025-09-10,1,1,1
277,98,2,301,2025-04-23,1,1,1
278,99,2,101,2025-07-16,1,0,1
279,99,2,301,2025-04-14,1,1,1
280,99,2,102,2025-10-12,1,1,1
281,100,4,101,2025-12-21,1,1,1
282,100,4,102,2025-07-10,1,1,1
283,100,4,302,2025-04-04,1,1,1
284,100,4,302,2025-06-25,1,1,1
285,101,6,201,2025-10-01,1,1,1
286,101,6,101,2025-08-09,1,0,1
287,102,2,102,2025-07-11,1,1,1
288,102,2,301,2025-11-12,1,1,1
289,103,5,102,2025-07-15,1,1,1
290,103,5,302,2025-05-29,1,1,1
291,104,6,102,2025-09-29,1,1,1
292,104,6,101,2025-03-21,1,1,1
293,104,6,301,2025-12-17,1,1,1
294,104,6,201,2025-10-10,1,1,1
295,105,6,301,2025-05-10,1,1,1
296,105,6,201,2025-08-06,1,1,1
297,105,6,101,2025-05-26,1,1,1
298,106,4,302,2025-04-16,1,1,1
299,106,4,201,2025-10-07,1,1,1
300,106,4,201,2025-11-02,1,1,1
301,107,5,302,2026-02-11,1,1,1
302,109,6,301,2025-02-06,1,1,1
303,109,6,201,2025-04-15,1,1,1
304,109,6,201,2025-12-31,1,0,1
305,109,6,301,2025-09-27,1,0,1
306,109,6,102,2025-08-15,1,1,1
307,110,7,401,2025-09-22,1,1,1
308,110,7,402,2025-12-08,1,1,1
309,110,7,402,2025-11-28,1,1,1
310,111,1,101,2025-11-10,1,1,1
311,112,2,301,2025-12-19,1,1,1
312,112,2,301,2025-08-22,1,1,1
313,112,2,102,2026-02-25,1,1,1
314,114,1,102,2025-03-07,1,1,1
315,114,1,102,2025-10-26,1,1,1
316,115,3,201,2025-07-24,1,1,1
317,117,2,301,2025-10-27,1,1,1
318,117,2,301,2025-08-22,1,1,1
319,118,1,301,2026-02-26,1,1,1
320,118,1,201,2025-03-01,1,1,1
321,118,1,302,2025-12-27,1,0,1
322,118,1,102,2025-02-22,1,1,1
323,119,1,102,2025-07-16,1,1,1
324,120,7,402,2026-01-09,1,1,1
325,120,7,402,2025-02-21,1,1,1
326,121,1,102,2025-02-04,1,1,1
327,122,2,302,2025-04-26,1,1,1
328,122,2,301,2025-11-02,1,1,1
329,124,6,302,2025-08-18,1,1,1
330,124,6,102,2026-02-22,1,1,1
331,124,6,302,2025-05-12,1,1,1
332,125,4,101,2025-09-20,1,1,1
333,125,4,101,2025-12-31,1,1,1
334,126,3,102,2025-08-18,1,1,1
335,126,3,101,2025-05-17,1,1,1
336,126,3,102,2026-02-12,1,1,1
337,126,3,201,2026-01-12,1,1,1
338,127,6,201,2025-12-29,1,1,1
339,128,6,102,2025-07-09,1,1,1
340,128,6,101,2025-05-04,1,1,1
341,128,6,201,2026-02-04,1,1,1
342,130,5,102,2025-10-04,1,1,1
343,130,5,302,2026-01-08,1,1,1
344,131,1,302,2025-02-01,1,1,1
345,131,1,101,2025-02-06,1,1,1
346,131,1,201,2025-07-06,1,1,1
347,131,1,301,2025-11-18,1,1,1
348,131,1,102,2025-08-08,1,1,1
349,132,2,201,2025-09-02,1,0,1
350,133,6,101,2025-06-15,1,1,1
351,133,6,301,2025-05-16,1,1,1
352,133,6,101,2026-02-17,1,1,1
353,133,6,101,2025-10-02,1,1,1
354,134,1,102,2025-11-24,1,1,1
355,135,4,101,2025-10-04,1,1,1
356,135,4,101,2025-04-20,1,1,1
357,135,4,102,2026-01-14,1,0,1
358,135,4,301,2025-10-13,1,0,1
359,136,7,401,2025-11-23,1,1,1
360,136,7,401,2026-03-02,1,1,1
361,136,7,402,2026-02-04,1,1,1
362,137,6,201,2025-05-08,1,1,1
363,137,6,102,2025-02-01,1,1,1
364,137,6,101,2025-09-11,1,1,1
365,138,7,401,2025-03-18,1,1,1
366,138,7,402,2025-09-30,1,1,1
367,138,7,401,2025-08-10,1,1,1
368,139,4,201,2025-11-25,1,1,1
369,139,4,301,2025-07-28,1,1,1
370,139,4,201,2026-01-11,1,1,1
371,139,4,301,2025-08-28,1,1,1
372,140,3,302,2025-04-12,1,1,1
373,140,3,201,2025-12-28,1,1,1
374,141,6,101,2025-12-18,1,1,1
375,141,6,102,2025-11-04,1,1,1
376,141,6,102,2025-11-21,1,1,1
377,142,2,101,2025-03-30,1,1,1
378,143,1,302,2025-11-09,1,0,1
379,143,1,102,2026-01-17,1,1,1
380,143,1,201,2025-07-17,1,1,1
381,143,1,201,2025-08-22,1,1,1
382,143,1,302,2025-08-21,1,1,1
383,143,1,102,2026-02-19,1,1,1
384,144,1,301,2026-01-22,1,1,1
385,144,1,102,2025-10-17,1,1,1
386,145,7,401,2025-07-07,1,1,1
387,145,7,401,2025-07-06,1,1,1
388,145,7,401,2025-03-22,1,1,1
389,145,7,401,2025-02-16,1,0,1
390,146,1,101,2025-09-20,1,0,1
391,146,1,101,2025-08-03,1,1,1
392,147,2,201,2025-05-18,1,1,1
393,147,2,201,2025-11-29,1,1,1
394,147,2,301,2025-12-01,1,1,1
395,147,2,101,2025-02-17,1,1,1
396,148,6,201,2025-08-16,1,1,1
397,148,6,302,2025-09-05,1,1,1
398,148,6,302,2025-07-30,1,1,1
399,149,7,402,2025-10-08,1,0,1
400,149,7,401,2025-11-06,1,1,1
401,149,7,401,2026-02-06,1,1,1
402,149,7,401,2026-02-19,1,1,1
403,149,7,402,2025-09-29,1,1,1
404,151,7,402,2026-01-17,1,1,1
405,151,7,401,2026-01-12,1,1,1
406,152,7,401,2026-01-23,1,1,1
407,152,7,402,2025-11-02,1,1,1
408,152,7,401,2025-04-02,1,1,1
409,152,7,402,2025-09-20,1,1,1
410,153,1,201,2025-09-07,1,1,1
411,153,1,101,2025-03-12,1,1,1
412,154,3,101,2026-02-17,1,1,1
413,155,4,101,2025-05-26,1,1,1
414,155,4,201,2025-11-26,1,1,1
415,155,4,301,2025-09-16,1,1,1
416,155,4,101,2025-04-13,1,1,1
417,156,6,301,2026-01-24,1,1,1
418,157,6,301,2025-06-23,1,1,1
419,157,6,301,2025-09-05,1,1,1
420,159,6,301,2025-06-05,1,1,1
421,160,1,101,2025-11-20,1,1,1
422,160,1,102,2025-09-17,1,1,1
423,160,1,302,2025-06-15,1,1,1
424,160,1,301,2026-01-03,1,0,1
425,160,1,102,2025-04-01,1,1,1
426,161,1,102,2026-02-18,1,1,1
427,161,1,301,2025-03-03,1,0,1
428,161,1,302,2025-03-30,1,1,1
429,162,6,201,2025-04-12,1,1,1
430,162,6,201,2025-10-04,1,1,1
431,162,6,102,2025-10-02,1,1,1
432,163,3,102,2025-12-22,1,1,1
433,163,3,302,2025-03-09,1,1,1
434,163,3,102,2025-10-20,1,1,1
435,164,2,302,2025-03-10,1,1,1
436,165,5,301,2025-08-05,1,1,1
437,165,5,102,2025-08-28,1,1,1
438,165,5,101,2025-02-22,1,1,1
439,166,7,401,2025-08-11,1,1,1
440,166,7,402,2025-05-27,1,1,1
441,166,7,401,2025-10-19,1,1,1
442,166,7,402,2026-02-22,1,1,1
443,166,7,401,2025-10-25,1,1,1
444,167,2,302,2025-03-06,1,0,1
445,167,2,302,2026-03-05,1,1,1
446,168,2,201,2025-09-26,1,1,1
447,170,4,302,2025-07-08,1,1,1
448,170,4,301,2025-08-17,1,1,1
449,170,4,302,2026-01-16,1,1,1
450,170,4,302,2025-11-21,1,1,1
451,170,4,102,2025-03-19,1,1,1
452,170,4,301,2025-10-31,1,1,1
453,171,2,201,2025-06-28,1,1,1
454,171,2,302,2025-07-11,1,1,1
455,171,2,201,2025-11-17,1,1,1
456,172,6,201,2025-08-30,1,1,1
457,173,6,102,2025-04-13,1,1,1
458,173,6,201,2026-01-18,1,1,1
459,174,6,301,2025-04-30,1,1,1
460,174,6,101,2025-06-30,1,1,1
461,175,5,201,2025-12-29,1,1,1
462,175,5,301,2025-08-20,1,1,1
463,175,5,301,2025-11-18,1,1,1
464,176,6,201,2025-06-10,1,1,1
465,176,6,101,2025-11-09,1,1,1
466,176,6,301,2025-05-08,1,0,1
467,177,4,301,2025-11-09,1,1,1
468,177,4,302,2025-10-20,1,1,1
469,177,4,302,2025-06-17,1,1,1
470,177,4,101,2025-12-19,1,1,1
471,178,6,301,2025-07-11,1,1,1
472,178,6,101,2025-04-04,1,1,1
473,178,6,201,2025-02-28,1,1,1
474,178,6,101,2025-06-23,1,1,1
475,178,6,101,2025-06-18,1,1,1
476,178,6,102,2026-02-16,1,1,1
477,179,3,302,2025-03-30,1,0,1
478,179,3,201,2026-02-04,1,1,1
479,179,3,201,2025-06-04,1,1,1
480,179,3,102,2025-12-07,1,1,1
481,180,5,201,2025-04-19,1,1,1
482,180,5,101,2025-07-13,1,1,1
483,180,5,102,2025-08-16,1,1,1
484,181,1,101,2025-12-12,1,1,1
485,182,6,101,2025-08-28,1,1,1
486,182,6,102,2025-12-10,1,1,1
487,182,6,102,2025-05-24,1,1,1
488,182,6,201,2025-06-03,1,1,1
489,182,6,201,2025-12-05,1,1,1
490,182,6,301,2025-05-30,1,1,1
491,183,2,301,2026-02-14,1,1,1
492,184,7,402,2026-01-11,1,1,1
493,184,7,402,2025-10-27,1,1,1
494,184,7,402,2025-10-14,1,1,1
495,184,7,402,2025-12-08,1,1,1
496,184,7,401,2026-01-27,1,1,1
497,186,7,402,2025-07-11,1,1,1
498,186,7,402,2025-06-08,1,1,1
499,186,7,402,2025-08-14,1,1,1
500,186,7,402,2026-01-18,1,1,1
501,186,7,401,2025-03-06,1,1,1
502,187,2,302,2025-08-15,1,1,1
503,187,2,101,2026-02-06,1,1,1
504,187,2,301,2025-03-18,1,1,1
505,188,3,201,2025-06-14,1,1,1
506,188,3,301,2025-05-24,1,1,1
507,188,3,302,2025-12-04,1,1,1
508,189,3,301,2026-02-25,1,1,1
509,189,3,102,2025-04-23,1,1,1
510,189,3,101,2025-11-11,1,1,1
511,192,7,402,2025-09-12,1,1,1
512,192,7,402,2025-05-07,1,1,1
513,192,7,401,2025-04-27,1,1,1
514,192,7,401,2025-03-20,1,1,1
515,192,7,401,2026-03-08,1,1,1
516,193,4,302,2025-09-05,1,1,1
517,193,4,102,2025-05-12,1,1,1
518,193,4,302,2025-03-07,1,1,1
519,193,4,101,2026-03-08,1,1,1
520,194,2,302,2026-02-06,1,1,1
521,195,3,101,2025-04-29,1,1,1
522,197,1,301,2025-02-25,1,1,1
523,197,1,301,2025-04-09,1,1,1
524,197,1,102,2025-08-08,1,1,1
525,198,4,102,2026-01-30,1,1,1
526,198,4,101,2025-04-24,1,1,1
527,198,4,302,2025-03-07,1,1,1
528,199,3,201,2025-10-09,1,1,1
529,199,3,301,2026-02-07,1,1,1
530,199,3,301,2025-09-27,1,1,1
531,199,3,302,2025-12-08,1,1,1
532,199,3,302,2026-02-19,1,1,1
533,199,3,301,2025-10-27,1,1,1
534,200,2,102,2025-05-17,1,1,1
535,200,2,101,2025-08-08,1,1,1
536,200,2,201,2025-08-31,1,1,1
537,200,2,301,2025-08-11,1,1,1
538,200,2,101,2025-05-13,1,1,1
539,201,2,102,2025-11-30,1,1,1
540,201,2,102,2025-07-05,1,1,1
541,201,2,301,2025-02-09,1,1,1
542,201,2,102,2025-06-10,1,1,1
543,202,7,402,2025-09-26,1,1,1
544,202,7,401,2025-02-27,1,1,1
545,202,7,401,2025-12-25,1,1,1
546,203,6,101,2025-08-17,1,1,1
547,203,6,301,2025-07-01,1,0,1
548,203,6,201,2025-11-10,1,1,1
549,203,6,301,2025-10-04,1,0,1
550,203,6,101,2025-05-11,1,1,1
551,204,3,101,2026-01-31,1,1,1
552,204,3,302,2025-02-13,1,1,1
553,205,6,101,2025-07-22,1,1,1
554,205,6,302,2025-12-16,1,1,1
555,205,6,201,2025-02-27,1,1,1
556,206,2,301,2025-10-22,1,1,1
557,206,2,101,2025-11-08,1,1,1
558,206,2,302,2025-04-20,1,1,1
559,206,2,301,2026-02-01,1,1,1
560,207,6,102,2025-05-12,1,1,1
561,207,6,101,2025-06-22,1,1,1
562,207,6,301,2025-02-23,1,1,1
563,208,3,301,2025-09-02,1,1,1
564,208,3,102,2025-11-18,1,1,1
565,209,1,101,2025-02-20,1,1,1
566,209,1,201,2025-03-06,1,1,1
567,210,5,301,2026-01-09,1,1,1
568,212,6,201,2025-11-08,1,1,1
569,212,6,201,2025-07-18,1,1,1
570,212,6,302,2026-01-16,1,1,1
571,212,6,302,2025-06-23,1,1,1
572,212,6,302,2025-06-06,1,1,1
573,213,2,301,2025-10-19,1,1,1
574,214,7,402,2025-06-12,1,1,1
575,214,7,401,2025-11-12,1,1,1
576,215,3,301,2025-03-23,1,1,1
577,216,6,301,2025-09-03,1,1,1
578,216,6,302,2025-03-14,1,1,1
579,216,6,102,2025-10-05,1,1,1
580,216,6,101,2025-03-02,1,1,1
581,217,7,402,2025-02-16,1,1,1
582,217,7,402,2025-04-02,1,1,1
583,217,7,402,2025-10-10,1,1,1
584,218,7,402,2025-06-01,1,1,1
585,218,7,402,2025-04-26,1,1,1
586,218,7,402,2025-07-18,1,1,1
587,218,7,402,2025-03-24,1,1,1
588,218,7,401,2026-02-13,1,1,1
589,220,7,401,2025-02-02,1,1,1
590,220,7,402,2025-04-10,1,1,1
591,220,7,402,2025-08-07,1,1,1
592,221,6,101,2025-07-09,1,1,1
593,221,6,201,2025-11-26,1,1,1
594,221,6,101,2025-12-12,1,1,1
595,221,6,101,2025-05-10,1,1,1
596,222,7,401,2025-06-30,1,1,1
597,222,7,401,2025-06-26,1,1,1
598,222,7,401,2025-12-08,1,0,1
599,222,7,402,2026-03-05,1,1,1
600,223,2,302,2025-06-26,1,1,1
601,223,2,101,2025-07-24,1,1,1
602,223,2,102,2025-09-20,1,1,1
603,223,2,201,2025-07-07,1,1,1
604,224,7,401,2025-07-09,1,1,1
605,224,7,402,2025-09-25,1,1,1
606,225,1,101,2025-04-02,1,0,1
607,226,3,102,2025-06-25,1,1,1
608,227,6,302,2025-10-05,1,1,1
609,227,6,301,2025-12-27,1,1,1
610,227,6,302,2025-07-05,1,1,1
611,227,6,102,2026-01-02,1,1,1
612,230,1,101,2025-06-10,1,1,1
613,231,4,301,2025-07-16,1,1,1
614,231,4,301,2025-07-18,1,1,1
615,232,6,201,2026-02-20,1,1,1
616,232,6,302,2025-05-06,1,1,1
617,232,6,101,2025-04-26,1,1,1
618,232,6,201,2025-10-08,1,1,1
619,233,6,101,2025-06-03,1,1,1
620,233,6,302,2025-06-23,1,1,1
621,233,6,102,2025-09-02,1,1,1
622,233,6,101,2025-12-21,1,1,1
623,233,6,201,2025-12-12,1,1,1
624,234,1,301,2025-10-15,1,1,1
625,234,1,102,2025-07-21,1,1,1
626,235,6,302,2025-10-29,1,1,1
627,235,6,302,2025-12-11,1,1,1
628,235,6,102,2026-02-10,1,1,1
629,235,6,101,2026-02-04,1,1,1
630,236,5,301,2025-07-21,1,0,1
631,236,5,101,2025-12-19,1,1,1
632,236,5,101,2025-09-02,1,1,1
633,237,6,201,2025-05-26,1,1,1
634,237,6,301,2025-12-31,1,1,1
635,237,6,101,2026-01-09,1,1,1
636,237,6,302,2025-06-16,1,1,1
637,237,6,101,2025-02-21,1,1,1
638,238,3,301,2025-02-25,1,0,1
639,239,5,302,2025-02-09,1,1,1
640,239,5,302,2026-02-11,1,1,1
641,239,5,201,2026-01-06,1,1,1
642,239,5,101,2025-11-25,1,1,1
643,239,5,102,2025-11-10,1,1,1
644,239,5,201,2025-06-01,1,1,1
645,240,7,401,2025-05-14,1,1,1
646,240,7,401,2025-03-13,1,1,1
647,240,7,402,2025-10-04,1,1,1
648,240,7,401,2026-02-19,1,1,1
649,240,7,402,2025-06-30,1,1,1
650,241,3,301,2025-04-25,1,1,1
651,241,3,201,2025-06-28,1,1,1
652,241,3,201,2026-01-21,1,1,1
653,241,3,302,2025-03-12,1,1,1
654,242,1,102,2026-03-02,1,0,1
655,242,1,201,2025-03-31,1,1,1
656,242,1,301,2025-10-15,1,1,1
657,242,1,302,2025-04-04,1,1,1
658,242,1,301,2025-06-23,1,1,1
659,242,1,101,2025-03-20,1,1,1
660,243,3,302,2026-02-07,1,1,1
661,243,3,101,2025-12-15,1,1,1
