cliente_id,respondeu,aumento_faturamento_pct,data_resposta
198,0,,
199,0,,
200,1,23.57,2025-08-16
201,0,,
202,0,,
203,1,1.81,2025-06-09
204,1,53.12,2025-07-22
205,1,33.14,2025-07-04
206,0,,
207,1,4.81,2025-09-04
208,1,24.24,2025-06-23
209,1,38.75,2025-09-01
210,1,31.46,2025-09-14
211,0,,
212,1,-3.39,2025-09-18
213,1,17.13,2025-08-17
214,0,,
215,1,-3.79,2025-06-15
216,0,,
217,1,54.53,2025-09-13
218,1,46.98,2025-09-03
219,0,,
220,0,,
221,0,,
222,0,,
223,1,13.93,2025-09-03
224,0,,
225,0,,
226,0,,
227,1,39.22,2025-07-23
228,0,,
229,0,,
230,0,,
231,0,,
232,0,,
233,0,,
234,1,43.68,2025-07-04
235,0,,
236,0,,
237,1,31.82,2025-08-02
238,1,27.61,2025-09-26
239,0,,
240,0,,
241,0,,
242,1,20.3,2025-08-28
243,1,28.05,2025-06-20
244,1,43.62,2025-08-19
245,0,,
246,1,19.14,2025-06-07
247,1,37.58,2025-07-11
248,0,,
249,0,,
250,0,,
251,0,,
252,0,,
253,0,,
254,0,,
255,0,,
256,1,1.26,2025-07-05
257,0,,
258,0,,
259,0,,
260,0,,
261,1,-3.02,2025-08-25
262,0,,
263,0,,
264,0,,
265,0,,
266,0,,
267,0,,
268,1,63.75,2025-07-03
269,0,,
270,0,,
271,1,4.1,2025-09-23
272,0,,
273,0,,
274,1,15.38,2025-07-06
275,0,,
276,0,,
277,0,,
278,0,,
279,0,,
280,1,6.84,2025-09-20
281,1,39.72,2025-06-23
282,0,,
283,0,,
284,1,39.25,2025-09-10
285,0,,
286,1,34.43,2025-08-05
287,0,,
288,1,19.02,2025-09-29
289,0,,
290,0,,
291,1,23.39,2025-09-20
292,0,,
293,0,,
294,1,45.66,2025-07-14
295,1,42.59,2025-06-22
296,1,30.82,2025-09-23
297,0,,
298,0,,
299,1,21.89,2025-09-22
300,1,23.52,2025-07-22
301,1,33.62,2025-08-04
302,1,60.23,2025-07-31
303,1,4.0,2025-06-02
304,1,-9.67,2025-07-28
305,0,,
306,0,,
307,0,,
308,1,49.31,2025-08-04
309,0,,
310,0,,
311,1,41.91,2025-06-25
312,1,20.83,2025-08-07
313,0,,
314,0,,
315,0,,
316,0,,
317,0,,
318,0,,
319,1,4.84,2025-07-27
320,0,,
321,0,,
322,0,,
323,0,,
324,0,,
325,1,-9.13,2025-08-09
326,0,,
327,0,,
328,0,,
329,0,,
330,0,,
331,0,,
332,0,,
333,0,,
334,1,5.74,2025-06-26
335,1,30.97,2025-06-06
336,1,9.97,2025-06-21
337,0,,
338,0,,
339,1,23.61,2025-06-27
340,0,,
341,0,,
342,0,,
343,0,,
344,0,,
345,0,,
346,0,,
347,1,8.9,2025-06-11
348,0,,
349,0,,
350,0,,
351,1,14.62,2025-08-27
352,1,11.57,2025-09-29
353,1,15.71,2025-07-20
354,0,,
355,0,,
356,0,,
357,0,,
358,0,,
359,0,,
360,1,-4.81,2025-07-11
361,1,21.67,2025-08-21
362,1,23.27,2025-08-18
363,0,,
364,0,,
365,1,34.26,2025-06-10
366,0,,
367,1,42.1,2025-06-01
368,0,,
369,0,,
370,1,-15,2025-07-24
371,0,,
372,0,,
373,0,,
374,1,56.41,2025-07-20
375,0,,
376,1,0.46,2025-07-27
377,1,8.11,2025-08-24
378,1,-3.47,2025-06-14
379,0,,
380,0,,
381,0,,
382,1,20.22,2025-07-10
383,1,40.22,2025-08-20
384,0,,
385,0,,
386,1,17.86,2025-07-31
387,0,,
388,1,40.5,2025-07-26
389,1,-12.82,2025-09-20
390,1,17.78,2025-06-28
391,0,,
392,0,,
393,1,12.53,2025-09-04
394,1,32.24,2025-09-11
395,1,4.81,2025-09-27
396,1,11.24,2025-08-06
397,1,24.47,2025-06-22
398,1,-7.78,2025-08-21
399,0,,
400,1,-15,2025-07-25
401,0,,
402,1,9.29,2025-06-29
403,0,,
404,0,,
405,0,,
406,1,18.66,2025-07-29
407,0,,
408,1,20.87,2025-06-22
409,0,,
410,0,,
411,0,,
412,1,54.81,2025-09-05
413,0,,
414,1,53.44,2025-08-04
415,0,,
416,0,,
417,1,23.14,2025-09-09
418,0,,
419,1,-15,2025-07-16
420,1,-13.89,2025-09-17
421,0,,
422,0,,
423,1,32.39,2025-08-17
424,0,,
425,1,20.17,2025-06-06
426,0,,
427,0,,
428,0,,
429,1,18.6,2025-09-26
430,0,,
431,1,7.86,2025-08-16
432,1,53.34,2025-08-28
433,0,,
434,1,33.1,2025-09-03
435,0,,
436,0,,
437,0,,
438,0,,
439,0,,
440,1,27.63,2025-07-08
441,1,67.37,2025-09-25
442,0,,
443,0,,
444,0,,
445,1,11.45,2025-06-27
446,0,,
447,0,,
448,1,8.86,2025-09-02
449,0,,
450,1,10.42,2025-06-04
451,0,,
452,0,,
453,0,,
454,1,20.2,2025-07-23
455,0,,
456,0,,
457,0,,
458,1,20.46,2025-06-08
459,0,,
460,1,25.31,2025-08-25
461,0,,
462,0,,
463,1,-7.52,2025-06-16
464,0,,
465,0,,
466,0,,
467,1,4.65,2025-06-08
468,0,,
469,0,,
470,1,-5.11,2025-08-12
471,1,27.08,2025-06-10
472,0,,
473,0,,
474,1,21.02,2025-08-30
475,1,17.7,2025-07-21
476,0,,
477,0,,
478,0,,
479,0,,
480,0,,
481,1,49.56,2025-08-01
482,1,9.75,2025-07-06
483,0,,
484,0,,
485,0,,
486,0,,
487,1,17.5,2025-07-08
488,0,,
489,0,,
490,1,26.31,2025-06-19
491,1,22.8,2025-07-26
492,0,,
493,1,22.62,2025-08-21
494,1,27.16,2025-08-08
495,0,,
496,0,,
497,1,13.89,2025-07-10
498,1,22.32,2025-07-22
499,1,39.15,2025-07-21
500,0,,
501,0,,
502,0,,
503,0,,
504,1,38.32,2025-07-08
505,0,,
506,0,,
507,1,12.76,2025-09-03
508,1,28.71,2025-06-09
509,0,,
510,1,41.14,2025-09-15
511,0,,
512,1,11.04,2025-09-22
513,1,39.69,2025-08-18
514,0,,
515,0,,
516,1,19.93,2025-08-19
517,0,,
518,1,20.22,2025-08-16
519,1,19.78,2025-07-21
520,1,-15,2025-08-23
521,0,,
522,1,35.72,2025-09-16
523,0,,
524,1,51.56,2025-08-30
525,0,,
526,1,21.18,2025-08-02
527,0,,
528,1,54.78,2025-07-13
529,1,-4.82,2025-08-23
530,0,,
531,0,,
532,1,23.78,2025-08-15
533,0,,
534,1,41.83,2025-06-09
535,0,,
536,1,19.86,2025-09-10
537,0,,
538,0,,
539,0,,
540,0,,
541,1,-1.48,2025-06-05
542,0,,
543,0,,
544,1,42.72,2025-07-14
545,0,,
546,0,,
547,0,,
548,0,,
549,0,,
550,1,56.19,2025-06-03
551,1,33.39,2025-06-15
552,0,,
553,0,,
554,0,,
555,0,,
556,0,,
557,0,,
558,1,46.41,2025-09-12
559,1,-9.28,2025-08-27
560,0,,
561,0,,
562,0,,
563,0,,
564,1,13.36,2025-08-13
565,0,,
566,0,,
567,0,,
568,1,-15,2025-07-23
569,1,22.75,2025-07-04
570,0,,
571,1,12.98,2025-08-11
572,0,,
573,0,,
574,0,,
575,1,31.8,2025-08-01
576,0,,
577,0,,
578,1,34.7,2025-06-19
579,0,,
580,0,,
581,1,39.75,2025-08-19
582,0,,
583,0,,
584,1,-2.59,2025-08-23
585,1,-1.81,2025-06-09
586,0,,
587,0,,
588,0,,
589,1,9.4,2025-09-01
590,0,,
591,0,,
592,0,,
593,1,8.41,2025-06-30
594,1,36.86,2025-09-10
595,1,4.04,2025-06-16
596,0,,
597,1,27.13,2025-07-22
598,0,,
599,1,30.36,2025-08-19
600,0,,
601,1,4.67,2025-08-30
602,0,,
603,1,22.0,2025-06-08
604,0,,
605,1,20.79,2025-09-09
606,0,,
607,0,,
608,1,30.86,2025-06-07
609,0,,
610,1,-15,2025-09-08
611,1,24.89,2025-06-21
612,0,,
613,0,,
614,1,-2.44,2025-09-02
615,0,,
616,0,,
617,1,24.72,2025-09-27
618,1,11.96,2025-07-05
619,1,4.39,2025-09-14
620,0,,
621,1,11.03,2025-09-19
622,1,29.5,2025-08-16
623,0,,
624,1,-2.69,2025-07-23
625,0,,
626,0,,
627,1,17.27,2025-07-17
628,0,,
629,0,,
630,0,,
631,0,,
632,0,,
633,0,,
634,1,50.86,2025-08-25
635,0,,
636,1,48.01,2025-06-25
637,0,,
638,0,,
639,1,32.27,2025-08-22
640,0,,
641,1,-7.54,2025-07-29
642,1,35.86,2025-07-12
643,1,-3.03,2025-06-14
644,0,,
645,0,,
646,0,,
647,1,39.88,2025-09-27
648,1,-0.88,2025-06-06
649,1,44.31,2025-06-26
650,0,,
651,0,,
652,0,,
653,0,,
654,1,-15,2025-07-27
655,1,30.89,2025-06-20
656,0,,
657,0,,
658,0,,
659,0,,
660,1,-4.78,2025-07-12
661,1,34.61,2025-09-20
662,0,,
663,1,41.94,2025-08-12
664,0,,
665,0,,
666,0,,
667,1,21.95,2025-08-10
668,0,,
669,0,,
670,0,,
671,0,,
672,1,45.05,2025-07-27
673,1,-4.27,2025-09-03
674,1,22.15,2025-08-21
675,0,,
676,1,28.95,2025-06-09
677,1,15.18,2025-09-22
678,0,,
679,1,39.54,2025-06-07
680,0,,
681,0,,
682,0,,
683,0,,
684,1,6.45,2025-07-26
685,0,,
686,0,,
687,0,,
688,1,-0.38,2025-09-10
689,0,,
690,1,28.95,2025-06-09
691,1,5.41,2025-06-04
692,0,,
693,0,,
694,0,,
695,1,43.12,2025-08-26
696,1,45.97,2025-09-13
697,0,,
698,0,,
699,0,,
700,0,,
701,1,35.15,2025-08-21
702,1,22.35,2025-06-21
703,0,,
704,0,,
705,0,,
706,0,,
707,0,,
708,1,23.79,2025-08-04
709,0,,
710,0,,
711,0,,
712,0,,
713,1,32.72,2025-09-22
714,1,43.54,2025-07-13
715,0,,
716,1,18.73,2025-06-29
717,1,34.34,2025-09-05
718,0,,
719,0,,
720,0,,
721,1,-11.31,2025-09-15
722,1,8.84,2025-06-04
723,0,,
724,0,,
725,1,30.5,2025-07-17
726,0,,
727,1,32.23,2025-07-18
728,1,19.65,2025-07-22
729,0,,
730,0,,
731,1,47.87,2025-07-14
732,0,,
733,0,,
734,0,,
735,0,,
736,0,,
737,0,,
738,1,39.02,2025-09-28
739,1,13.79,2025-07-22
740,1,28.19,2025-07-26
741,1,13.41,2025-08-25
742,1,29.78,2025-07-17
743,1,35.77,2025-09-20
744,0,,
745,0,,
746,1,-15,2025-09-19
747,0,,
748,0,,
749,0,,
750,0,,
751,1,27.65,2025-09-11
752,1,12.46,2025-09-06
753,0,,
754,0,,
755,1,5.78,2025-08-19
756,0,,
757,0,,
758,1,0.71,2025-06-26
759,0,,
760,0,,
761,1,19.02,2025-07-11
762,1,39.25,2025-08-29
763,0,,
764,0,,
765,1,27.78,2025-09-17
766,0,,
767,1,30.08,2025-09-21
768,0,,
769,1,18.42,2025-06-01
770,1,14.81,2025-08-07
771,0,,
772,1,20.72,2025-08-11
773,0,,
774,1,15.15,2025-09-16
775,0,,
776,0,,
777,0,,
778,1,26.96,2025-08-10
779,0,,
780,0,,
781,0,,
782,0,,
783,0,,
784,0,,
785,0,,
786,0,,
787,0,,
788,0,,
789,1,-15,2025-09-02
790,1,31.49,2025-08-09
791,0,,
792,0,,
793,1,9.22,2025-09-18
794,0,,
795,0,,
796,1,24.35,2025-06-28
797,1,24.23,2025-09-16
798,1,44.82,2025-09-03
799,1,21.13,2025-09-01
800,0,,
801,1,50.13,2025-07-14
802,0,,
803,0,,
804,0,,
805,0,,
806,0,,
807,0,,
808,0,,
809,0,,
810,0,,
811,0,,
812,1,18.61,2025-08-29
813,0,,
814,1,31.68,2025-08-21
815,1,23.35,2025-09-25
816,0,,
817,1,4.24,2025-07-25
818,0,,
819,1,30.34,2025-06-15
820,1,10.55,2025-08-12
821,0,,
822,1,-4.66,2025-09-08
823,1,-9.55,2025-08-19
824,0,,
825,0,,
826,0,,
827,0,,
828,0,,
829,1,30.73,2025-06-10
830,0,,
831,0,,
832,0,,
833,1,22.24,2025-09-16
834,1,29.3,2025-07-26
835,1,38.5,2025-08-31
836,0,,
837,1,18.7,2025-07-24
838,0,,
839,0,,
840,0,,
841,0,,
842,1,71.83,2025-08-19
843,1,29.16,2025-06-08
844,1,42.97,2025-09-05
845,0,,
846,0,,
847,0,,
848,1,11.66,2025-08-07
849,0,,
850,0,,
851,0,,
852,0,,
853,1,24.61,2025-06-17
854,0,,
855,1,12.86,2025-06-19
856,0,,
857,0,,
858,0,,
859,0,,
860,0,,
861,1,38.11,2025-09-23
862,1,12.73,2025-09-19
863,0,,
864,0,,
865,0,,
866,1,21.82,2025-06-16
867,0,,
868,1,44.56,2025-07-12
869,0,,
870,1,23.08,2025-06-05
871,0,,
872,1,59.38,2025-08-21
873,0,,
874,1,38.29,2025-08-05
875,0,,
876,0,,
877,0,,
878,1,41.88,2025-06-23
879,1,8.74,2025-08-18
880,1,10.76,2025-07-18
881,0,,
882,0,,
883,0,,
884,0,,
885,0,,
886,1,23.41,2025-06-11
887,0,,
888,0,,
889,1,44.35,2025-07-03
890,1,30.08,2025-08-30
891,0,,
892,1,50.4,2025-07-14
893,0,,
894,0,,
895,0,,
896,0,,
897,0,,
898,1,62.15,2025-09-17
899,0,,
900,0,,
901,1,12.2,2025-09-19
902,0,,
903,1,40.54,2025-08-12
904,1,18.84,2025-09-20
905,0,,
906,1,-0.96,2025-07-07
907,1,41.84,2025-06-29
908,0,,
909,0,,
910,1,56.37,2025-07-07
911,0,,
912,0,,
913,1,20.7,2025-06-28
914,1,24.05,2025-09-14
915,0,,
916,0,,
917,0,,
918,0,,
919,0,,
920,0,,
921,0,,
922,0,,
923,0,,
924,0,,
925,0,,
926,0,,
927,1,49.87,2025-06-07
928,0,,
929,1,18.63,2025-06-01
930,0,,
931,0,,
932,1,16.54,2025-07-30
933,0,,
934,1,29.54,2025-08-09
935,0,,
936,0,,
937,0,,
938,0,,
939,0,,
940,1,22.85,2025-09-28
941,0,,
942,1,30.31,2025-06-29
943,0,,
944,1,31.22,2025-07-04
945,1,37.73,2025-07-28
946,0,,
947,0,,
948,1,8.14,2025-07-28
949,0,,
950,1,48.37,2025-08-06
951,0,,
952,1,21.19,2025-06-12
953,1,41.64,2025-07-26
954,0,,
955,1,12.08,2025-07-19
956,1,26.17,2025-08-31
957,0,,
958,0,,
959,0,,
960,0,,
961,1,55.47,2025-09-09
962,1,21.68,2025-07-30
963,1,-4.7,2025-08-28
964,0,,
965,0,,
966,0,,
967,1,5.5,2025-07-10
968,0,,
969,0,,
970,0,,
971,0,,
972,0,,
973,0,,
974,0,,
975,1,-5.27,2025-07-14
976,1,18.31,2025-09-28
977,1,17.23,2025-07-23
978,1,-1.31,2025-08-22
979,0,,
980,0,,
981,0,,
982,0,,
983,0,,
984,0,,
985,0,,
986,0,,
987,0,,
988,0,,
989,0,,
990,0,,
991,0,,
992,1,34.87,2025-06-29
993,0,,
994,1,15.87,2025-07-12
995,0,,
996,0,,
997,0,,
998,1,-8.73,2025-08-31
999,0,,
1000,0,,
1001,1,37.47,2025-08-20
1002,1,17.28,2025-08-19
1003,1,26.7,2025-07-25
1004,1,42.27,2025-08-26
1005,1,42.52,2025-09-22
1006,0,,
1007,1,9.91,2025-08-12
1008,0,,
1009,0,,
1010,0,,
1011,0,,
1012,0,,
1013,0,,
1014,0,,
1015,0,,
1016,0,,
1017,1,-2.62,2025-06-03
1018,0,,
1019,1,13.98,2025-07-03
1020,1,32.92,2025-08-16
1021,1,-2.39,2025-06-24
1022,1,15.06,2025-07-14
1023,1,36.32,2025-09-19
1024,0,,
1025,0,,
1026,1,15.88,2025-08-20
1027,0,,
1028,0,,
1029,0,,
1030,0,,
1031,1,3.44,2025-08-31
1032,1,42.13,2025-08-01
1033,0,,
1034,1,14.04,2025-08-24
1035,1,46.2,2025-07-08
1036,0,,
1037,0,,
1038,0,,
1039,0,,
1040,1,-8.09,2025-08-24
1041,1,15.63,2025-09-18
1042,1,42.74,2025-07-15
1043,1,36.29,2025-09-04
1044,1,36.17,2025-06-24
1045,0,,
1046,0,,
1047,1,22.73,2025-06-30
1048,0,,
1049,0,,
1050,0,,
1051,0,,
1052,0,,
1053,1,8.84,2025-09-24
1054,0,,
1055,0,,
1056,0,,
1057,0,,
1058,1,31.68,2025-06-27
1059,0,,
1060,1,9.4,2025-08-30
1061,0,,
1062,0,,
1063,1,61.73,2025-06-10
1064,0,,
1065,0,,
1066,1,22.25,2025-08-05
1067,1,23.82,2025-08-24
1068,0,,
1069,0,,
1070,0,,
1071,1,14.62,2025-07-21
1072,0,,
1073,0,,
1074,0,,
1075,0,,
1076,0,,
1077,1,42.14,2025-09-26
1078,0,,
1079,0,,
1080,0,,
1081,1,50.3,2025-09-07
1082,1,5.66,2025-09-12
1083,1,35.51,2025-09-03
1084,1,39.24,2025-07-20
1085,0,,
1086,0,,
1087,0,,
1088,0,,
1089,0,,
1090,1,46.9,2025-07-28
1091,0,,
1092,0,,
1093,0,,
1094,1,69.47,2025-09-06
1095,1,25.14,2025-06-08
1096,0,,
1097,1,12.15,2025-07-09
1098,0,,
1099,0,,
1100,1,-2.24,2025-09-01
1101,0,,
1102,0,,
1103,0,,
1104,1,11.88,2025-08-29
1105,0,,
1106,0,,
1107,0,,
1108,0,,
1109,1,31.64,2025-09-07
1110,0,,
1111,1,40.88,2025-07-21
1112,0,,
1113,1,17.41,2025-08-14
1114,0,,
1115,1,11.44,2025-09-16
1116,1,45.06,2025-09-22
1117,0,,
1118,1,48.01,2025-06-26
1119,0,,
1120,0,,
1121,1,24.71,2025-06-07
1122,1,34.33,2025-07-28
1123,0,,
1124,0,,
1125,0,,
1126,0,,
1127,0,,
1128,1,28.5,2025-07-09
1129,0,,
1130,0,,
1131,1,21.02,2025-09-19
1132,0,,
1133,1,4.9,2025-09-28
1134,0,,
1135,0,,
1136,0,,
1137,0,,
1138,1,-13.91,2025-08-01
1139,0,,
1140,0,,
1141,0,,
1142,0,,
1143,0,,
1144,0,,
1145,0,,
1146,0,,
1147,1,43.05,2025-07-17
1148,1,-1.79,2025-06-05
1149,0,,
1150,0,,
1151,0,,
1152,0,,
1153,0,,
1154,0,,
1155,0,,
1156,1,6.33,2025-08-30
1157,0,,
1158,0,,
1159,0,,
1160,1,9.01,2025-06-28
1161,0,,
1162,0,,
1163,1,2.4,2025-06-17
1164,0,,
1165,0,,
1166,0,,
1167,1,28.51,2025-07-26
1168,0,,
1169,0,,
1170,1,22.81,2025-07-17
1171,0,,
1172,1,38.23,2025-06-09
1173,0,,
1174,1,40.51,2025-08-20
1175,0,,
1176,1,-5.07,2025-09-05
1177,1,4.72,2025-07-26
1178,0,,
1179,0,,
1180,1,13.55,2025-08-28
1181,1,15.85,2025-09-22
1182,1,0.04,2025-08-25
1183,1,15.35,2025-09-23
1184,0,,
1185,1,6.66,2025-08-10
1186,0,,
1187,0,,
1188,0,,
1189,1,-4.66,2025-07-01
1190,1,43.86,2025-08-07
1191,0,,
1192,1,49.72,2025-09-01
1193,0,,
1194,1,43.58,2025-07-09
1195,0,,
1196,1,7.42,2025-08-07
1197,0,,
1198,0,,
1199,0,,
1200,0,,
1201,0,,
1202,1,12.12,2025-08-06
1203,1,24.88,2025-09-06
1204,1,86.07,2025-07-16
1205,0,,
1206,1,7.64,2025-08-09
1207,1,6.8,2025-09-03
1208,1,18.11,2025-09-28
1209,0,,
1210,0,,
1211,0,,
1212,1,24.14,2025-08-07
1213,1,23.8,2025-06-01
1214,0,,
1215,0,,
1216,0,,
1217,0,,
1218,0,,
1219,0,,
1220,0,,
1221,1,-0.02,2025-07-28
1222,0,,
1223,0,,
1224,0,,
1225,0,,
1226,1,31.49,2025-07-20
1227,0,,
1228,1,23.08,2025-06-29
1229,1,8.64,2025-09-13
1230,0,,
1231,1,-15,2025-06-26
1232,0,,
1233,0,,
1234,0,,
1235,1,0.17,2025-09-19
1236,0,,
1237,0,,
1238,0,,
1239,0,,
1240,0,,
1241,1,34.64,2025-07-08
1242,1,22.04,2025-09-22
1243,0,,
1244,1,27.76,2025-06-22
1245,1,21.53,2025-07-08
1246,1,23.34,2025-07-31
1247,1,21.13,2025-07-24
1248,1,-15,2025-08-12
1249,0,,
1250,0,,
1251,1,27.38,2025-08-15
1252,0,,
1253,1,39.22,2025-08-13
1254,0,,
1255,0,,
1256,1,18.74,2025-06-15
1257,0,,
1258,1,22.18,2025-09-01
1259,1,1.27,2025-07-26
1260,1,2.45,2025-08-07
1261,1,4.98,2025-07-28
1262,0,,
1263,0,,
1264,0,,
1265,0,,
1266,0,,
1267,0,,
1268,0,,
1269,1,29.62,2025-07-03
1270,0,,
1271,1,-1.57,2025-09-10
1272,0,,
1273,0,,
1274,1,-9.87,2025-07-11
1275,1,35.76,2025-08-01
1276,1,7.64,2025-07-27
1277,0,,
1278,1,24.12,2025-06-29
1279,0,,
1280,0,,
1281,0,,
1282,0,,
1283,0,,
1284,0,,
1285,0,,
1286,1,-0.1,2025-08-06
1287,0,,
1288,1,15.08,2025-08-15
1289,0,,
1290,0,,
1291,0,,
1292,1,31.27,2025-08-21
1293,0,,
1294,0,,
1295,1,44.34,2025-06-02
1296,1,16.78,2025-06-30
1297,1,29.12,2025-08-10
1298,1,50.5,2025-06-09
1299,0,,
1300,1,27.89,2025-09-27
1301,1,-7.97,2025-09-03
1302,0,,
1303,1,41.35,2025-06-18
1304,1,26.18,2025-09-25
1305,1,64.21,2025-09-06
1306,0,,
1307,1,-0.09,2025-09-21
1308,0,,
1309,0,,
1310,0,,
1311,0,,
1312,0,,
1313,0,,
1314,1,44.98,2025-07-21
1315,0,,
1316,1,33.01,2025-08-16
1317,0,,
1318,1,47.84,2025-08-02
1319,0,,
1320,0,,
1321,1,-3.7,2025-08-10
1322,1,26.79,2025-08-29
1323,0,,
1324,0,,
1325,0,,
1326,0,,
1327,1,4.77,2025-06-29
1328,0,,
1329,0,,
1330,0,,
1331,0,,
1332,0,,
1333,0,,
1334,0,,
1335,0,,
1336,0,,
1337,0,,
1338,1,11.37,2025-07-13
1339,0,,
1340,0,,
1341,0,,
1342,0,,
1343,1,48.49,2025-07-27
1344,0,,
1345,0,,
1346,1,21.33,2025-08-18
1347,0,,
1348,0,,
1349,0,,
1350,0,,
1351,0,,
1352,1,9.82,2025-06-24
1353,0,,
1354,1,26.7,2025-07-16
1355,1,5.51,2025-07-20
1356,1,20.25,2025-07-13
1357,0,,
1358,0,,
1359,0,,
1360,0,,
1361,1,6.73,2025-08-14
1362,0,,
1363,0,,
1364,0,,
1365,0,,
1366,1,26.04,2025-09-11
1367,0,,
1368,0,,
1369,0,,
1370,0,,
1371,0,,
1372,0,,
1373,0,,
1374,0,,
1375,0,,
1376,1,-6.38,2025-09-06
1377,1,22.92,2025-08-10
1378,0,,
1379,1,21.14,2025-08-20
1380,0,,
1381,0,,
1382,1,5.65,2025-08-19
1383,0,,
1384,1,-4.68,2025-06-04
1385,1,30.04,2025-09-11
1386,1,45.57,2025-07-28
1387,1,28.92,2025-09-08
1388,1,35.98,2025-07-02
1389,0,,
1390,0,,
1391,0,,
1392,1,33.09,2025-09-19
1393,0,,
1394,0,,
1395,1,-7.96,2025-09-07
1396,1,8.1,2025-07-07
1397,0,,
1398,0,,
1399,1,39.57,2025-08-01
1400,1,32.31,2025-09-20
1401,0,,
1402,0,,
1403,0,,
1404,0,,
1405,0,,
1406,0,,
1407,1,-3.43,2025-08-04
1408,1,12.07,2025-09-19
1409,0,,
1410,0,,
1411,0,,
1412,1,10.77,2025-07-21
1413,0,,
1414,0,,
1415,1,26.2,2025-07-22
1416,0,,
1417,1,43.23,2025-07-28
1418,0,,
1419,0,,
1420,0,,
1421,1,12.66,2025-06-13
1422,0,,
1423,1,21.2,2025-09-22
1424,0,,
1425,0,,
1426,1,-3.68,2025-06-02
1427,1,33.89,2025-09-11
1428,0,,
1429,0,,
1430,0,,
1431,0,,
1432,1,46.79,2025-08-09
1433,0,,
1434,0,,
1435,0,,
1436,1,10.29,2025-09-05
1437,1,39.8,2025-07-31
1438,0,,
1439,1,36.71,2025-06-15
1440,1,23.98,2025-07-07
1441,1,40.81,2025-09-28
